MGI_ID,Mouse_symbol,IMPC_viability_DR7.0,Link_IMPC
MGI:2681306,Tas2r138,Viable,http://www.mousephenotype.org/data/genes/MGI:2681306
MGI:2681308,Tas2r139,Viable,http://www.mousephenotype.org/data/genes/MGI:2681308
MGI:2681828,Wdr81,Lethal,http://www.mousephenotype.org/data/genes/MGI:2681828
MGI:2681836,Polr3a,Lethal,http://www.mousephenotype.org/data/genes/MGI:2681836
MGI:2681839,Aars2,Lethal,http://www.mousephenotype.org/data/genes/MGI:2681839
MGI:2681846,Mpv17l2,Viable,http://www.mousephenotype.org/data/genes/MGI:2681846
MGI:2681869,Cep135,Lethal,http://www.mousephenotype.org/data/genes/MGI:2681869
MGI:2682003,Whrn,Viable,http://www.mousephenotype.org/data/genes/MGI:2682003
MGI:2682064,Ift172,Lethal,http://www.mousephenotype.org/data/genes/MGI:2682064
MGI:2682302,Zbed4,Subviable,http://www.mousephenotype.org/data/genes/MGI:2682302
MGI:2682305,Rsf1,Lethal,http://www.mousephenotype.org/data/genes/MGI:2682305
MGI:2682307,Ric8b,Lethal,http://www.mousephenotype.org/data/genes/MGI:2682307
MGI:2682314,Zc3h4,Lethal,http://www.mousephenotype.org/data/genes/MGI:2682314
MGI:2682318,Zfp395,Viable,http://www.mousephenotype.org/data/genes/MGI:2682318
MGI:2682952,Prdm10,Lethal,http://www.mousephenotype.org/data/genes/MGI:2682952
MGI:2683054,Fnip2,Viable,http://www.mousephenotype.org/data/genes/MGI:2683054
MGI:2683287,Ifnk,Viable,http://www.mousephenotype.org/data/genes/MGI:2683287
MGI:2683295,Serpinb3d,Viable,http://www.mousephenotype.org/data/genes/MGI:2683295
MGI:2683461,Ttll6,Viable,http://www.mousephenotype.org/data/genes/MGI:2683461
MGI:2683541,Mast3,Viable,http://www.mousephenotype.org/data/genes/MGI:2683541
MGI:2683592,Dhps,Lethal,http://www.mousephenotype.org/data/genes/MGI:2683592
MGI:2683857,Klhl29,Subviable,http://www.mousephenotype.org/data/genes/MGI:2683857
MGI:2684035,Oog2,Viable,http://www.mousephenotype.org/data/genes/MGI:2684035
MGI:2684060,Akap11,Viable,http://www.mousephenotype.org/data/genes/MGI:2684060
MGI:2684063,Asxl1,Lethal,http://www.mousephenotype.org/data/genes/MGI:2684063
MGI:2684079,Ffar1,Viable,http://www.mousephenotype.org/data/genes/MGI:2684079
MGI:2684139,Kcnh6,Viable,http://www.mousephenotype.org/data/genes/MGI:2684139
MGI:2684283,Tusc1,Viable,http://www.mousephenotype.org/data/genes/MGI:2684283
MGI:2684334,Vwa2,Viable,http://www.mousephenotype.org/data/genes/MGI:2684334
MGI:2684416,Arap2,Viable,http://www.mousephenotype.org/data/genes/MGI:2684416
MGI:2684848,Cyb5d2,Viable,http://www.mousephenotype.org/data/genes/MGI:2684848
MGI:2684854,Slc25a43,Viable,http://www.mousephenotype.org/data/genes/MGI:2684854
MGI:2684894,Nhs,Viable,http://www.mousephenotype.org/data/genes/MGI:2684894
MGI:2684896,Maneal,Viable,http://www.mousephenotype.org/data/genes/MGI:2684896
MGI:2684917,Vcpkmt,Viable,http://www.mousephenotype.org/data/genes/MGI:2684917
MGI:2684921,Eddm3b,Viable,http://www.mousephenotype.org/data/genes/MGI:2684921
MGI:2684927,Cenpj,Viable,http://www.mousephenotype.org/data/genes/MGI:2684927
MGI:2684931,Tbc1d31,Viable,http://www.mousephenotype.org/data/genes/MGI:2684931
MGI:2684939,Fam170a,Viable,http://www.mousephenotype.org/data/genes/MGI:2684939
MGI:2684940,Gm94,Viable,http://www.mousephenotype.org/data/genes/MGI:2684940
MGI:2684957,Rexo4,Viable,http://www.mousephenotype.org/data/genes/MGI:2684957
MGI:2684980,Mms22l,Lethal,http://www.mousephenotype.org/data/genes/MGI:2684980
MGI:2684990,Msantd1,Viable,http://www.mousephenotype.org/data/genes/MGI:2684990
MGI:2684992,Zfyve28,Viable,http://www.mousephenotype.org/data/genes/MGI:2684992
MGI:2685007,Fbxo27,Viable,http://www.mousephenotype.org/data/genes/MGI:2685007
MGI:2685008,Hipk4,Viable,http://www.mousephenotype.org/data/genes/MGI:2685008
MGI:2685012,Ccdc189,Viable,http://www.mousephenotype.org/data/genes/MGI:2685012
MGI:2685013,Cog7,Lethal,http://www.mousephenotype.org/data/genes/MGI:2685013
MGI:2685017,Mboat4,Viable,http://www.mousephenotype.org/data/genes/MGI:2685017
MGI:2685030,Tmem136,Viable,http://www.mousephenotype.org/data/genes/MGI:2685030
MGI:2685031,Leo1,Lethal,http://www.mousephenotype.org/data/genes/MGI:2685031
MGI:2685047,Hmcn1,Viable,http://www.mousephenotype.org/data/genes/MGI:2685047
MGI:2685062,Catip,Viable,http://www.mousephenotype.org/data/genes/MGI:2685062
MGI:2685071,Taar2,Viable,http://www.mousephenotype.org/data/genes/MGI:2685071
MGI:2685082,Npffr1,Viable,http://www.mousephenotype.org/data/genes/MGI:2685082
MGI:2685085,Myrfl,Viable,http://www.mousephenotype.org/data/genes/MGI:2685085
MGI:2685107,Syndig1l,Viable,http://www.mousephenotype.org/data/genes/MGI:2685107
MGI:2685110,Ism2,Viable,http://www.mousephenotype.org/data/genes/MGI:2685110
MGI:2685119,Eif4e1b,Viable,http://www.mousephenotype.org/data/genes/MGI:2685119
MGI:2685128,Nek10,Viable,http://www.mousephenotype.org/data/genes/MGI:2685128
MGI:2685134,Ccnb1ip1,Viable,http://www.mousephenotype.org/data/genes/MGI:2685134
MGI:2685145,Oxgr1,Viable,http://www.mousephenotype.org/data/genes/MGI:2685145
MGI:2685169,Tmem151b,Viable,http://www.mousephenotype.org/data/genes/MGI:2685169
MGI:2685172,Lrrc30,Viable,http://www.mousephenotype.org/data/genes/MGI:2685172
MGI:2685183,Dusp5,Viable,http://www.mousephenotype.org/data/genes/MGI:2685183
MGI:2685193,Ppp1r26,Viable,http://www.mousephenotype.org/data/genes/MGI:2685193
MGI:2685199,A430105I19Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:2685199
MGI:2685233,Ptchd1,Viable,http://www.mousephenotype.org/data/genes/MGI:2685233
MGI:2685256,Ankub1,Viable,http://www.mousephenotype.org/data/genes/MGI:2685256
MGI:2685298,Trim56,Viable,http://www.mousephenotype.org/data/genes/MGI:2685298
MGI:2685303,Gimap8,Viable,http://www.mousephenotype.org/data/genes/MGI:2685303
MGI:2685304,Ccdc129,Viable,http://www.mousephenotype.org/data/genes/MGI:2685304
MGI:2685307,H1fx,Viable,http://www.mousephenotype.org/data/genes/MGI:2685307
MGI:2685325,Hspb6,Viable,http://www.mousephenotype.org/data/genes/MGI:2685325
MGI:2685341,Gpr139,Viable,http://www.mousephenotype.org/data/genes/MGI:2685341
MGI:2685402,Espnl,Viable,http://www.mousephenotype.org/data/genes/MGI:2685402
MGI:2685418,Gm572,Subviable,http://www.mousephenotype.org/data/genes/MGI:2685418
MGI:2685419,Ajap1,Viable,http://www.mousephenotype.org/data/genes/MGI:2685419
MGI:2685426,Igfl3,Viable,http://www.mousephenotype.org/data/genes/MGI:2685426
MGI:2685431,Carmil2,Viable,http://www.mousephenotype.org/data/genes/MGI:2685431
MGI:2685452,Gmnc,Viable,http://www.mousephenotype.org/data/genes/MGI:2685452
MGI:2685454,Usf3,Subviable,http://www.mousephenotype.org/data/genes/MGI:2685454
MGI:2685483,Gsg1l,Viable,http://www.mousephenotype.org/data/genes/MGI:2685483
MGI:2685494,Gm648,Viable,http://www.mousephenotype.org/data/genes/MGI:2685494
MGI:2685519,Gpr152,Viable,http://www.mousephenotype.org/data/genes/MGI:2685519
MGI:2685530,Colca2,Viable,http://www.mousephenotype.org/data/genes/MGI:2685530
MGI:2685541,Wdtc1,Viable,http://www.mousephenotype.org/data/genes/MGI:2685541
MGI:2685556,Adamts13,Viable,http://www.mousephenotype.org/data/genes/MGI:2685556
MGI:2685570,Shroom4,Viable,http://www.mousephenotype.org/data/genes/MGI:2685570
MGI:2685586,Cyb5d1,Viable,http://www.mousephenotype.org/data/genes/MGI:2685586
MGI:2685615,Ceacam16,Viable,http://www.mousephenotype.org/data/genes/MGI:2685615
MGI:2685616,Drc7,Viable,http://www.mousephenotype.org/data/genes/MGI:2685616
MGI:2685625,Zdhhc23,Viable,http://www.mousephenotype.org/data/genes/MGI:2685625
MGI:2685627,Kcnk18,Viable,http://www.mousephenotype.org/data/genes/MGI:2685627
MGI:2685628,Card9,Viable,http://www.mousephenotype.org/data/genes/MGI:2685628
MGI:2685652,Nutm2,Viable,http://www.mousephenotype.org/data/genes/MGI:2685652
MGI:2685683,Thsd7a,Viable,http://www.mousephenotype.org/data/genes/MGI:2685683
MGI:2685692,Pate2,Viable,http://www.mousephenotype.org/data/genes/MGI:2685692
MGI:2685722,Hbq1a,Viable,http://www.mousephenotype.org/data/genes/MGI:2685722
MGI:2685728,Spata22,Viable,http://www.mousephenotype.org/data/genes/MGI:2685728
MGI:2685784,Ccdc78,Viable,http://www.mousephenotype.org/data/genes/MGI:2685784
MGI:2685785,Prickle4,Viable,http://www.mousephenotype.org/data/genes/MGI:2685785
MGI:2685814,Hpse2,Subviable,http://www.mousephenotype.org/data/genes/MGI:2685814
MGI:2685817,Hecw2,Subviable,http://www.mousephenotype.org/data/genes/MGI:2685817
MGI:2685844,Prdm12,Lethal,http://www.mousephenotype.org/data/genes/MGI:2685844
MGI:2685851,4921509C19Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:2685851
MGI:2685856,Cdh26,Viable,http://www.mousephenotype.org/data/genes/MGI:2685856
MGI:2685857,Zfp408,Viable,http://www.mousephenotype.org/data/genes/MGI:2685857
MGI:2685858,Gpr176,Viable,http://www.mousephenotype.org/data/genes/MGI:2685858
MGI:2685870,Pdp1,Viable,http://www.mousephenotype.org/data/genes/MGI:2685870
MGI:2685871,Ccdc180,Viable,http://www.mousephenotype.org/data/genes/MGI:2685871
MGI:2685874,Ccdc24,Viable,http://www.mousephenotype.org/data/genes/MGI:2685874
MGI:2685917,4930590J08Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:2685917
MGI:2685925,Sbk2,Viable,http://www.mousephenotype.org/data/genes/MGI:2685925
MGI:2685954,Pabpn1l,Viable,http://www.mousephenotype.org/data/genes/MGI:2685954
MGI:2685955,Adgrg5,Viable,http://www.mousephenotype.org/data/genes/MGI:2685955
MGI:2685973,Trim71,Lethal,http://www.mousephenotype.org/data/genes/MGI:2685973
MGI:2686003,Odf3l2,Viable,http://www.mousephenotype.org/data/genes/MGI:2686003
MGI:2686058,Neil2,Viable,http://www.mousephenotype.org/data/genes/MGI:2686058
MGI:2686146,Gpr25,Viable,http://www.mousephenotype.org/data/genes/MGI:2686146
MGI:2686212,Dcdc2b,Viable,http://www.mousephenotype.org/data/genes/MGI:2686212
MGI:2686227,Fam47e,Viable,http://www.mousephenotype.org/data/genes/MGI:2686227
MGI:2686240,Ssh1,Viable,http://www.mousephenotype.org/data/genes/MGI:2686240
MGI:2686379,Frmd7,Viable,http://www.mousephenotype.org/data/genes/MGI:2686379
MGI:2686600,Zfp174,Viable,http://www.mousephenotype.org/data/genes/MGI:2686600
MGI:2686925,Cyb561a3,Viable,http://www.mousephenotype.org/data/genes/MGI:2686925
MGI:2686926,Gdpd5,Viable,http://www.mousephenotype.org/data/genes/MGI:2686926
MGI:2686937,Fbxo10,Viable,http://www.mousephenotype.org/data/genes/MGI:2686937
MGI:2686976,Ifitm6,Viable,http://www.mousephenotype.org/data/genes/MGI:2686976
MGI:2687005,Leprot,Viable,http://www.mousephenotype.org/data/genes/MGI:2687005
MGI:2687035,Far2,Viable,http://www.mousephenotype.org/data/genes/MGI:2687035
MGI:2687284,Pfkfb4,Viable,http://www.mousephenotype.org/data/genes/MGI:2687284
MGI:2687327,Ano8,Viable,http://www.mousephenotype.org/data/genes/MGI:2687327
MGI:3026685,Zfyve1,Viable,http://www.mousephenotype.org/data/genes/MGI:3026685
MGI:3026886,BC052040,Lethal,http://www.mousephenotype.org/data/genes/MGI:3026886
MGI:3026965,Mcu,Lethal,http://www.mousephenotype.org/data/genes/MGI:3026965
MGI:3026984,Plk5,Viable,http://www.mousephenotype.org/data/genes/MGI:3026984
MGI:3027157,Kng2,Viable,http://www.mousephenotype.org/data/genes/MGI:3027157
MGI:3027896,Ppp4r2,Lethal,http://www.mousephenotype.org/data/genes/MGI:3027896
MGI:3027899,Wee2,Viable,http://www.mousephenotype.org/data/genes/MGI:3027899
MGI:3028035,A830019P07Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:3028035
MGI:3028075,Foxi2,Viable,http://www.mousephenotype.org/data/genes/MGI:3028075
MGI:3028577,Arl5c,Viable,http://www.mousephenotype.org/data/genes/MGI:3028577
MGI:3029307,Tusc5,Viable,http://www.mousephenotype.org/data/genes/MGI:3029307
MGI:3030210,Olfr376,Viable,http://www.mousephenotype.org/data/genes/MGI:3030210
MGI:3030226,Olfr392,Viable,http://www.mousephenotype.org/data/genes/MGI:3030226
MGI:3033139,Mrgprx1,Viable,http://www.mousephenotype.org/data/genes/MGI:3033139
MGI:3033142,Mrgprd,Viable,http://www.mousephenotype.org/data/genes/MGI:3033142
MGI:3033992,Cldn19,Viable,http://www.mousephenotype.org/data/genes/MGI:3033992
MGI:3036236,Tceal5,Viable,http://www.mousephenotype.org/data/genes/MGI:3036236
MGI:3036255,Tmtc3,Subviable,http://www.mousephenotype.org/data/genes/MGI:3036255
MGI:3036260,Htra4,Viable,http://www.mousephenotype.org/data/genes/MGI:3036260
MGI:3036269,Trim55,Viable,http://www.mousephenotype.org/data/genes/MGI:3036269
MGI:3036270,Atxn7l3,Lethal,http://www.mousephenotype.org/data/genes/MGI:3036270
MGI:3037820,Kcna10,Lethal,http://www.mousephenotype.org/data/genes/MGI:3037820
MGI:3039562,Taf9b,Viable,http://www.mousephenotype.org/data/genes/MGI:3039562
MGI:3039591,Mtss1l,Viable,http://www.mousephenotype.org/data/genes/MGI:3039591
MGI:3039593,Tox3,Subviable,http://www.mousephenotype.org/data/genes/MGI:3039593
MGI:3039605,BC053393,Lethal,http://www.mousephenotype.org/data/genes/MGI:3039605
MGI:3039607,Pigu,Lethal,http://www.mousephenotype.org/data/genes/MGI:3039607
MGI:3039618,Zbtb24,Lethal,http://www.mousephenotype.org/data/genes/MGI:3039618
MGI:3039623,Thada,Viable,http://www.mousephenotype.org/data/genes/MGI:3039623
MGI:3039628,Rsad1,Viable | Subviable,http://www.mousephenotype.org/data/genes/MGI:3039628
MGI:3040695,Palb2,Lethal,http://www.mousephenotype.org/data/genes/MGI:3040695
MGI:3040700,Zscan10,Subviable,http://www.mousephenotype.org/data/genes/MGI:3040700
MGI:3040701,Zfp459,Viable,http://www.mousephenotype.org/data/genes/MGI:3040701
MGI:3040707,Zfp595,Viable,http://www.mousephenotype.org/data/genes/MGI:3040707
MGI:3041159,Iqub,Viable,http://www.mousephenotype.org/data/genes/MGI:3041159
MGI:3041197,Serpina7,Viable,http://www.mousephenotype.org/data/genes/MGI:3041197
MGI:3041203,Adgrd1,Viable,http://www.mousephenotype.org/data/genes/MGI:3041203
MGI:3041206,Nlrp2,Viable,http://www.mousephenotype.org/data/genes/MGI:3041206
MGI:3041226,Akip1,Viable,http://www.mousephenotype.org/data/genes/MGI:3041226
MGI:3041229,Vwa3a,Viable,http://www.mousephenotype.org/data/genes/MGI:3041229
MGI:3043001,AB124611,Viable,http://www.mousephenotype.org/data/genes/MGI:3043001
MGI:3043083,Prmt8,Viable,http://www.mousephenotype.org/data/genes/MGI:3043083
MGI:3043305,Neurl2,Viable,http://www.mousephenotype.org/data/genes/MGI:3043305
MGI:3043522,Apol10b,Viable,http://www.mousephenotype.org/data/genes/MGI:3043522
MGI:3044321,Tgm6,Viable,http://www.mousephenotype.org/data/genes/MGI:3044321
MGI:3045246,Arhgef15,Viable,http://www.mousephenotype.org/data/genes/MGI:3045246
MGI:3045247,Btbd16,Viable,http://www.mousephenotype.org/data/genes/MGI:3045247
MGI:3045249,A830005F24Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:3045249
MGI:3045251,Ovch2,Viable,http://www.mousephenotype.org/data/genes/MGI:3045251
MGI:3045263,Dnajc5g,Viable,http://www.mousephenotype.org/data/genes/MGI:3045263
MGI:3045266,Fan1,Viable,http://www.mousephenotype.org/data/genes/MGI:3045266
MGI:3045303,Mamld1,Viable,http://www.mousephenotype.org/data/genes/MGI:3045303
MGI:3045306,Exd1,Viable,http://www.mousephenotype.org/data/genes/MGI:3045306
MGI:3045312,Krt90,Viable,http://www.mousephenotype.org/data/genes/MGI:3045312
MGI:3045314,4933430I17Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:3045314
MGI:3045315,Bpi,Viable,http://www.mousephenotype.org/data/genes/MGI:3045315
MGI:3045320,4933406M09Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:3045320
MGI:3045338,Mettl24,Viable,http://www.mousephenotype.org/data/genes/MGI:3045338
MGI:3045342,Zfp711,Viable,http://www.mousephenotype.org/data/genes/MGI:3045342
MGI:3045353,Adamts3,Lethal,http://www.mousephenotype.org/data/genes/MGI:3045353
MGI:3045368,Defb22,Viable,http://www.mousephenotype.org/data/genes/MGI:3045368
MGI:3046173,Nup85,Lethal,http://www.mousephenotype.org/data/genes/MGI:3046173
MGI:3052471,Slc2a12,Viable,http://www.mousephenotype.org/data/genes/MGI:3052471
MGI:3052506,Fbxl7,Viable,http://www.mousephenotype.org/data/genes/MGI:3052506
MGI:3052714,Ano7,Viable,http://www.mousephenotype.org/data/genes/MGI:3052714
MGI:3055306,Ggnbp1,Viable,http://www.mousephenotype.org/data/genes/MGI:3055306
MGI:3057273,Rnase9,Viable,http://www.mousephenotype.org/data/genes/MGI:3057273
MGI:3505689,Cdsn,Lethal,http://www.mousephenotype.org/data/genes/MGI:3505689
MGI:3512628,Cbx6,Viable,http://www.mousephenotype.org/data/genes/MGI:3512628
MGI:3513546,Spef1,Viable,http://www.mousephenotype.org/data/genes/MGI:3513546
MGI:3528383,Pskh1,Lethal,http://www.mousephenotype.org/data/genes/MGI:3528383
MGI:3528602,Ang6,Viable,http://www.mousephenotype.org/data/genes/MGI:3528602
MGI:3576210,Tatdn2,Lethal,http://www.mousephenotype.org/data/genes/MGI:3576210
MGI:3576497,Greb1l,Lethal,http://www.mousephenotype.org/data/genes/MGI:3576497
MGI:3576625,Pram1,Viable,http://www.mousephenotype.org/data/genes/MGI:3576625
MGI:3576783,Eme1,Viable,http://www.mousephenotype.org/data/genes/MGI:3576783
MGI:3577024,Klf14,Viable,http://www.mousephenotype.org/data/genes/MGI:3577024
MGI:3582693,Tor1aip1,Lethal,http://www.mousephenotype.org/data/genes/MGI:3582693
MGI:3583900,Elmod1,Viable,http://www.mousephenotype.org/data/genes/MGI:3583900
MGI:3583942,Chmp6,Lethal,http://www.mousephenotype.org/data/genes/MGI:3583942
MGI:3583944,Cdk15,Viable,http://www.mousephenotype.org/data/genes/MGI:3583944
MGI:3583946,Mfsd2b,Viable,http://www.mousephenotype.org/data/genes/MGI:3583946
MGI:3583954,Zfp961,Viable,http://www.mousephenotype.org/data/genes/MGI:3583954
MGI:3583955,Rdh16f2,Viable,http://www.mousephenotype.org/data/genes/MGI:3583955
MGI:3584011,Xkrx,Viable,http://www.mousephenotype.org/data/genes/MGI:3584011
MGI:3584032,Lin28b,Viable,http://www.mousephenotype.org/data/genes/MGI:3584032
MGI:3584043,Dok7,Lethal,http://www.mousephenotype.org/data/genes/MGI:3584043
MGI:3584243,Mks1,Lethal,http://www.mousephenotype.org/data/genes/MGI:3584243
MGI:3584510,Wdfy4,Viable,http://www.mousephenotype.org/data/genes/MGI:3584510
MGI:3584513,Fdxacb1,Viable,http://www.mousephenotype.org/data/genes/MGI:3584513
MGI:3584514,Gpr17,Viable,http://www.mousephenotype.org/data/genes/MGI:3584514
MGI:3584533,Spink10,Viable,http://www.mousephenotype.org/data/genes/MGI:3584533
MGI:3586824,Epha10,Viable,http://www.mousephenotype.org/data/genes/MGI:3586824
MGI:3587025,Cdkl4,Viable,http://www.mousephenotype.org/data/genes/MGI:3587025
MGI:3588190,Slc47a2,Viable,http://www.mousephenotype.org/data/genes/MGI:3588190
MGI:3588194,Prdm14,Viable,http://www.mousephenotype.org/data/genes/MGI:3588194
MGI:3588200,Awat1,Viable,http://www.mousephenotype.org/data/genes/MGI:3588200
MGI:3588206,Rfx8,Viable,http://www.mousephenotype.org/data/genes/MGI:3588206
MGI:3588209,Krt77,Viable,http://www.mousephenotype.org/data/genes/MGI:3588209
MGI:3588216,Ube2u,Viable,http://www.mousephenotype.org/data/genes/MGI:3588216
MGI:3588225,Ccdc160,Viable,http://www.mousephenotype.org/data/genes/MGI:3588225
MGI:3588238,B020004J07Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:3588238
MGI:3588241,Spata31d1c,Viable,http://www.mousephenotype.org/data/genes/MGI:3588241
MGI:3588247,Bex6,Viable,http://www.mousephenotype.org/data/genes/MGI:3588247
MGI:3588263,Muc3a,Viable,http://www.mousephenotype.org/data/genes/MGI:3588263
MGI:3589281,Ccl26,Viable,http://www.mousephenotype.org/data/genes/MGI:3589281
MGI:3590554,BC055324,Lethal,http://www.mousephenotype.org/data/genes/MGI:3590554
MGI:3603030,Nacad,Viable,http://www.mousephenotype.org/data/genes/MGI:3603030
MGI:3603756,Primpol,Viable,http://www.mousephenotype.org/data/genes/MGI:3603756
MGI:3605069,Il20ra,Viable,http://www.mousephenotype.org/data/genes/MGI:3605069
MGI:3605071,Ypel4,Viable,http://www.mousephenotype.org/data/genes/MGI:3605071
MGI:3605234,BC049715,Viable,http://www.mousephenotype.org/data/genes/MGI:3605234
MGI:3605548,Spin2c,Viable,http://www.mousephenotype.org/data/genes/MGI:3605548
MGI:3605549,Adgb,Viable,http://www.mousephenotype.org/data/genes/MGI:3605549
MGI:3605641,Shisa7,Viable,http://www.mousephenotype.org/data/genes/MGI:3605641
MGI:3606062,Pcyox1l,Viable,http://www.mousephenotype.org/data/genes/MGI:3606062
MGI:3606476,Erfe,Viable,http://www.mousephenotype.org/data/genes/MGI:3606476
MGI:3606482,Colec10,Viable,http://www.mousephenotype.org/data/genes/MGI:3606482
MGI:3606484,Kdm4d,Viable,http://www.mousephenotype.org/data/genes/MGI:3606484
MGI:3606746,Bex4,Viable,http://www.mousephenotype.org/data/genes/MGI:3606746
MGI:3607716,E130311K13Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:3607716
MGI:3607791,Rft1,Lethal,http://www.mousephenotype.org/data/genes/MGI:3607791
MGI:3608413,Rhbdl2,Viable,http://www.mousephenotype.org/data/genes/MGI:3608413
MGI:3609239,Mrap2,Viable,http://www.mousephenotype.org/data/genes/MGI:3609239
MGI:3611233,Tox2,Viable,http://www.mousephenotype.org/data/genes/MGI:3611233
MGI:3611450,Mettl21c,Viable,http://www.mousephenotype.org/data/genes/MGI:3611450
MGI:3612184,Ccdc8,Lethal,http://www.mousephenotype.org/data/genes/MGI:3612184
MGI:3612340,Ehbp1l1,Lethal,http://www.mousephenotype.org/data/genes/MGI:3612340
MGI:3612701,Spdye4b,Viable,http://www.mousephenotype.org/data/genes/MGI:3612701
MGI:3613651,Rgs22,Viable,http://www.mousephenotype.org/data/genes/MGI:3613651
MGI:3613669,Shf,Viable,http://www.mousephenotype.org/data/genes/MGI:3613669
MGI:3617840,Cpa2,Viable,http://www.mousephenotype.org/data/genes/MGI:3617840
MGI:3617850,Pnpla1,Subviable,http://www.mousephenotype.org/data/genes/MGI:3617850
MGI:3618290,Doxl2,Viable,http://www.mousephenotype.org/data/genes/MGI:3618290
MGI:3618339,Fcrl6,Viable,http://www.mousephenotype.org/data/genes/MGI:3618339
MGI:3618700,Mir124a-2,Lethal,http://www.mousephenotype.org/data/genes/MGI:3618700
MGI:3618859,Fam163a,Viable,http://www.mousephenotype.org/data/genes/MGI:3618859
MGI:3619267,Mir28a,Viable,http://www.mousephenotype.org/data/genes/MGI:3619267
MGI:3619332,Mir320,Lethal,http://www.mousephenotype.org/data/genes/MGI:3619332
MGI:3619402,Mir429,Lethal,http://www.mousephenotype.org/data/genes/MGI:3619402
MGI:3624119,Clec4a4,Viable,http://www.mousephenotype.org/data/genes/MGI:3624119
MGI:3625331,Abca17,Viable,http://www.mousephenotype.org/data/genes/MGI:3625331
MGI:3629975,Krt74,Viable,http://www.mousephenotype.org/data/genes/MGI:3629975
MGI:3630308,Rsph3b,Lethal,http://www.mousephenotype.org/data/genes/MGI:3630308
MGI:3641861,Zfp831,Viable,http://www.mousephenotype.org/data/genes/MGI:3641861
MGI:3642995,Vsig8,Viable,http://www.mousephenotype.org/data/genes/MGI:3642995
MGI:3643087,Pabpc4l,Viable,http://www.mousephenotype.org/data/genes/MGI:3643087
MGI:3643383,Calhm1,Viable,http://www.mousephenotype.org/data/genes/MGI:3643383
MGI:3643623,Cntnap5a,Viable,http://www.mousephenotype.org/data/genes/MGI:3643623
MGI:3643758,Mylk4,Viable,http://www.mousephenotype.org/data/genes/MGI:3643758
MGI:3644166,Iqcj,Viable,http://www.mousephenotype.org/data/genes/MGI:3644166
MGI:3644318,Gm4922,Viable,http://www.mousephenotype.org/data/genes/MGI:3644318
MGI:3644478,Defb47,Viable,http://www.mousephenotype.org/data/genes/MGI:3644478
MGI:3644957,Cyp2ab1,Viable,http://www.mousephenotype.org/data/genes/MGI:3644957
MGI:3645414,Gm16432,Viable,http://www.mousephenotype.org/data/genes/MGI:3645414
MGI:3645763,C2cd4a,Viable,http://www.mousephenotype.org/data/genes/MGI:3645763
MGI:3646662,Fbxw26,Viable,http://www.mousephenotype.org/data/genes/MGI:3646662
MGI:3646952,Spink14,Viable,http://www.mousephenotype.org/data/genes/MGI:3646952
MGI:3647600,Otogl,Viable,http://www.mousephenotype.org/data/genes/MGI:3647600
MGI:3647604,Fam186b,Viable,http://www.mousephenotype.org/data/genes/MGI:3647604
MGI:3647683,Glyatl3,Viable,http://www.mousephenotype.org/data/genes/MGI:3647683
MGI:3648209,Gm5544,Subviable,http://www.mousephenotype.org/data/genes/MGI:3648209
MGI:3648473,Zfp791,Viable,http://www.mousephenotype.org/data/genes/MGI:3648473
MGI:3648807,Mcidas,Viable,http://www.mousephenotype.org/data/genes/MGI:3648807
MGI:3648919,Ces1a,Viable,http://www.mousephenotype.org/data/genes/MGI:3648919
MGI:3650473,Gm13547,Viable,http://www.mousephenotype.org/data/genes/MGI:3650473
MGI:3650508,Cnbd1,Viable,http://www.mousephenotype.org/data/genes/MGI:3650508
MGI:3650836,Fam71b,Viable,http://www.mousephenotype.org/data/genes/MGI:3650836
MGI:3650906,Zfp616,Viable,http://www.mousephenotype.org/data/genes/MGI:3650906
MGI:3651476,Trav1,Viable,http://www.mousephenotype.org/data/genes/MGI:3651476
MGI:3651534,Gm12258,Viable,http://www.mousephenotype.org/data/genes/MGI:3651534
MGI:3651686,Wfdc11,Viable,http://www.mousephenotype.org/data/genes/MGI:3651686
MGI:3652039,Rad21l,Viable,http://www.mousephenotype.org/data/genes/MGI:3652039
MGI:3652166,Ldlrad1,Viable,http://www.mousephenotype.org/data/genes/MGI:3652166
MGI:3654828,Dact3,Viable,http://www.mousephenotype.org/data/genes/MGI:3654828
MGI:3655979,Igflr1,Viable,http://www.mousephenotype.org/data/genes/MGI:3655979
MGI:3687343,D930028M14Rik,Lethal,http://www.mousephenotype.org/data/genes/MGI:3687343
MGI:3690448,Krt83,Viable,http://www.mousephenotype.org/data/genes/MGI:3690448
MGI:3693832,Aktip,Viable,http://www.mousephenotype.org/data/genes/MGI:3693832
MGI:3694646,Kcng2,Viable,http://www.mousephenotype.org/data/genes/MGI:3694646
MGI:3697726,Arhgap23,Viable,http://www.mousephenotype.org/data/genes/MGI:3697726
